question_id,split
Q001852,train
Q001853,train
Q001854,train
Q001855,train
Q001856,train
Q001857,test
Q001858,train
Q001859,train
Q001860,train
Q001861,train
Q001862,test
Q001863,test
Q001864,train
Q001865,train
Q001866,train
Q001867,train
Q001868,train
Q001869,train
Q001870,train
Q001871,train
Q001872,train
Q001873,test
Q001874,val
Q001875,train
Q001876,train
Q001877,test
Q001878,train
Q001879,train
Q001880,train
Q001881,train
Q001882,train
Q001883,train
Q001884,train
Q001885,test
Q001886,val
Q001887,train
Q001888,test
Q001889,train
Q001890,test
Q001891,train
Q001892,train
Q001893,train
Q001894,train
Q001895,train
Q001896,train
Q001897,train
Q001898,train
Q001899,train
Q001900,train
Q001901,train
Q001902,train
Q001903,train
Q001904,train
Q001905,train
Q001906,train
Q001907,train
Q001908,train
Q001909,train
Q001910,test
Q001911,train
Q001912,train
Q001913,train
Q001914,train
Q001915,train
Q001916,train
Q001917,train
Q001918,train
Q001919,train
Q001920,val
Q001921,train
Q001922,train
Q001923,train
Q001924,val
Q001925,train
Q001926,train
Q001927,val
Q001928,train
Q001929,train
Q001930,train
Q001931,train
Q001932,train
Q001933,test
Q001934,test
Q001935,train
Q001936,train
Q001937,train
Q001938,train
Q001939,train
Q001940,train
Q001941,train
Q001942,train
Q001943,train
Q001944,train
Q001945,train
Q001946,train
Q001947,train
Q001948,train
Q001949,test
Q001950,train
Q001951,val
Q001952,train
Q001953,train
Q001954,train
Q001955,train
Q001956,train
Q001957,train
Q001958,train
Q001959,train
Q001960,val
Q001961,train
Q001962,train
Q001963,test
Q001964,train
Q001965,train
Q001966,train
Q001967,test
Q001968,train
Q001969,train
Q001970,train
Q001971,train
Q001972,train
Q001973,train
Q001974,train
Q001975,train
Q001976,train
Q001977,train
Q001978,train
Q001979,train
Q001980,train
Q001981,train
Q001982,train
Q001983,val
Q001984,train
Q001985,train
Q001986,train
Q001987,test
Q001988,train
Q001989,train
Q001990,train
Q001991,train
Q001992,train
Q001993,train
Q001994,train
Q001995,train
Q001996,test
Q001997,val
Q001998,val
Q001999,test
Q002000,train
Q002001,train
Q002002,train
Q002003,train
Q002004,train
Q002005,val
Q002006,test
Q002007,train
Q002008,train
Q002009,train
Q002010,val
Q002011,train
Q002012,test
Q002013,train
Q002014,test
Q002015,train
Q002016,train
Q002017,train
Q002018,train
Q002019,val
Q002020,test
Q002021,train
Q002022,train
Q002023,test
Q002024,train
Q002025,test
Q002026,val
Q002027,test
Q002028,train
Q002029,train
Q002030,train
Q002031,train
Q002032,train
Q002033,train
Q002034,test
Q002035,train
Q002036,train
Q002037,train
Q002038,test
Q002039,train
Q002040,train
Q002041,train
Q002042,train
Q002043,train
Q002044,test
Q002045,train
Q002046,train
Q002047,test
Q002048,train
Q002049,train
Q002050,train
Q002051,train
Q002052,train
Q002053,train
Q002054,train
Q002055,val
Q002056,test
Q002057,train
Q002058,train
Q002059,train
Q002060,train
Q002061,train
Q002062,test
Q002063,train
Q002064,train
Q002065,train
Q002066,train
Q002067,train
Q002068,train
Q002069,train
Q002070,train
Q002071,train
Q002072,train
Q002073,train
Q002074,train
Q002075,train
Q002076,test
Q002077,train
Q002078,train
Q002079,train
Q002080,train
Q002081,train
Q002082,train
Q002083,train
Q002084,train
Q002085,train
Q002086,train
Q002087,train
Q002088,train
Q002089,train
Q002090,test
Q002091,train
Q002092,train
Q002093,train
Q002094,train
Q002095,train
Q002096,train
Q002097,train
Q002098,train
Q002099,test
Q002100,val
Q002101,train
Q002102,train
Q002103,val
Q002104,train
Q002105,train
Q002106,train
Q002107,train
Q002108,test
Q002109,train
Q002110,train
Q002111,train
Q002112,val
Q002113,train
Q002114,train
Q002115,train
Q002116,train
Q002117,train
Q002118,train
Q002119,train
Q002120,test
Q002121,train
Q002122,train
Q002123,test
Q002124,train
Q002125,train
Q002126,val
Q002127,train
Q002128,train
Q002129,train
Q002130,train
Q002131,train
Q002132,train
Q002133,train
Q002134,train
Q002135,train
Q002136,train
Q002137,val
Q002138,val
Q002139,train
Q002140,train
Q002141,train
Q002142,train
Q002143,train
Q002144,train
Q002145,train
Q002146,train
Q002147,train
Q002148,train
Q002149,train
Q002150,train
Q002151,val
Q002152,val
Q002153,train
Q002154,train
Q002155,train
Q002156,train
Q002157,train
Q002158,train
Q002159,train
Q002160,train
Q002161,val
Q002162,train
Q002163,test
Q002164,train
Q002165,train
Q002166,train
Q002167,train
Q002168,train
Q002169,train
Q002170,train
Q002171,train
Q002172,train
Q002173,val
Q002174,train
Q002175,train
Q002176,train
Q002177,train
Q002178,train
Q002179,train
Q002180,train
Q002181,train
Q002182,train
Q002183,train
Q002184,test
Q002185,train
Q002186,val
Q002187,val
Q002188,train
Q002189,train
Q002190,train
Q002191,val
Q002192,train
Q002193,train
Q002194,val
Q002195,train
Q002196,train
Q002197,train
Q002198,test
Q002199,val
Q002200,train
Q002201,val
Q002202,train
Q002203,train
Q002204,test
Q002205,train
Q002206,train
Q002207,train
Q002208,train
Q002209,train
Q002210,train
Q002211,train
Q002212,train
Q002213,train
Q002214,train
Q002215,train
Q002216,train
Q002217,train
Q002218,val
Q002219,train
Q002220,val
Q002221,train
Q002222,train
Q002223,train
Q002224,train
Q002225,train
Q002226,train
Q002227,train
Q002228,train
Q002229,test
Q002230,test
Q002231,train
Q002232,train
Q002233,train
Q002234,train
Q002235,train
Q002236,test
Q002237,train
Q002238,train
Q002239,train
Q002240,train
Q002241,train
Q002242,train
Q002243,train
Q002244,train
Q002245,train
Q002246,test
Q002247,train
Q002248,train
Q002249,val
Q002250,train
Q002251,train
Q002252,train
Q002253,train
Q002254,train
Q002255,train
Q002256,train
Q002257,train
Q002258,train
Q002259,train
Q002260,val
Q002261,train
Q002262,train
Q002263,train
Q002264,train
Q002265,train
Q002266,train
Q002267,train
Q002268,train
Q002269,train
Q002270,test
Q002271,train
Q002272,val
Q002273,train
Q002274,test
Q002275,train
Q002276,train
Q002277,test
Q002278,train
Q002279,val
Q002280,test
Q002281,train
Q002282,train
Q002283,train
Q002284,train
Q002285,test
Q002286,train
Q002287,train
Q002288,train
Q002289,train
Q002290,test
Q002291,train
Q002292,train
Q002293,train
Q002294,train
Q002295,train
Q002296,train
Q002297,train
Q002298,train
Q002299,train
Q002300,train
Q002301,train
Q002302,train
Q002303,train
Q002304,train
Q002305,train
Q002306,train
Q002307,train
Q002308,train
Q002309,train
Q002310,train
Q002311,train
Q002312,train
Q002313,test
Q002314,train
Q002315,val
Q002316,val
Q002317,train
Q002318,train
Q002319,test
Q002320,train
Q002321,train
Q002322,train
Q002323,train
Q002324,train
Q002325,train
Q002326,train
Q002327,train
Q002328,train
Q002329,train
Q002330,train
Q002331,test
Q002332,train
Q002333,train
Q002334,train
Q002335,train
Q002336,test
Q002337,train
Q002338,train
Q002339,train
Q002340,train
Q002341,train
Q002342,test
Q002343,train
Q002344,train
Q002345,train
Q002346,train
Q002347,train
Q002348,train
Q002349,train
Q002350,train
Q002351,train
Q002352,val
Q002353,val
Q002354,train
Q002355,train
Q002356,train
Q002357,train
Q002358,train
Q002359,train
Q002360,test
Q002361,train
Q002362,train
Q002363,train
Q002364,train
Q002365,train
Q002366,train
Q002367,train
Q002368,train
Q002369,test
Q002370,test
Q002371,test
Q002372,train
Q002373,train
Q002374,train
Q002375,train
Q002376,train
Q002377,train
Q002378,val
Q002379,train
Q002380,val
Q002381,train
Q002382,train
Q002383,val
Q002384,train
Q002385,train
Q002386,train
Q002387,train
Q002388,train
Q002389,train
Q002390,train
Q002391,train
Q002392,train
Q002393,test
Q002394,train
Q002395,test
Q002396,train
Q002397,train
Q002398,val
Q002399,train
Q002400,train
Q002401,train
Q002402,train
Q002403,train
Q002404,train
Q002405,train
Q002406,val
Q002407,train
Q002408,val
Q002409,train
Q002410,train
Q002411,train
Q002412,train
Q002413,train
Q002414,train
Q002415,val
Q002416,train
Q002417,train
Q002418,train
Q002419,train
Q002420,train
Q002421,train
Q002422,val
Q002423,train
Q002424,train
Q002425,train
Q002426,train
Q002427,train
Q002428,train
Q002429,train
Q002430,train
Q002431,val
Q002432,train
Q002433,test
Q002434,train
Q002435,train
Q002436,train
Q002437,train
Q002438,test
Q002439,test
Q002440,train
Q002441,train
Q002442,train
Q002443,train
Q002444,train
Q002445,train
Q002446,train
Q002447,val
Q002448,train
Q002449,train
Q002450,train
Q002451,train
Q002452,train
Q002453,train
Q002454,train
Q002455,test
Q002456,train
Q002457,train
Q002458,train
Q002459,val
Q002460,val
Q002461,train
Q002462,train
Q002463,train
Q002464,train
Q002465,train
Q002466,train
Q002467,train
Q002468,train
Q002469,train
Q002470,train
Q002471,test
Q002472,train
Q002473,train
Q002474,train
Q002475,train
Q002476,train
Q002477,train
Q002478,train
Q002479,train
Q002480,val
Q002481,train
Q002482,train
Q002483,train
Q002484,val
Q002485,val
Q002486,test
Q002487,train
Q002488,test
Q002489,train
Q002490,train
Q002491,train
Q002492,val
Q002493,train
Q002494,train
Q002495,train
Q002496,val
Q002497,train
Q002498,train
Q002499,train
Q002500,train
Q002501,test
Q002502,train
Q002503,train
Q002504,train
Q002505,train
Q002506,train
Q002507,train
Q002508,train
Q002509,train
Q002510,train
Q002511,train
Q002512,train
Q002513,train
Q002514,train
Q002515,train
Q002516,train
Q002517,train
Q002518,val
Q002519,train
Q002520,train
Q002521,test
Q002522,train
Q002523,train
Q002524,val
Q002525,train
Q002526,test
Q002527,train
Q002528,train
Q002529,train
Q002530,test
Q002531,train
Q002532,train
Q002533,val
Q002534,train
Q002535,test
Q002536,train
Q002537,test
Q002538,train
Q002539,test
Q002540,test
Q002541,val
Q002542,train
Q002543,train
Q002544,val
Q002545,train
Q002546,train
Q002547,train
Q002548,train
Q002549,train
Q002550,test
Q002551,train
Q002552,train
Q002553,test
Q002554,train
Q002555,test
Q002556,val
Q002557,train
Q002558,train
Q002559,test
Q002560,train
Q002561,test
Q002562,train
Q002563,train
Q002564,train
Q002565,train
Q002566,train
Q002567,train
Q002568,train
Q002569,test
Q002570,test
Q002571,train
Q002572,train
Q002573,train
Q002574,train
Q002575,train
Q002576,test
Q002577,train
Q002578,train
Q002579,train
Q002580,train
Q002581,train
Q002582,train
Q002583,train
Q002584,train
Q002585,train
Q002586,train
Q002587,train
Q002588,train
Q002589,test
Q002590,train
Q002591,train
Q002592,train
Q002593,train
Q002594,train
Q002595,test
Q002596,train
Q002597,train
Q002598,test
Q002599,train
Q002600,train
Q002601,train
Q002602,train
Q002603,val
Q002604,train
Q002605,train
Q002606,train
Q002607,train
Q002608,train
Q002609,train
Q002610,train
Q002611,train
Q002612,train
Q002613,train
Q002614,val
Q002615,train
Q002616,test
Q002617,train
Q002618,val
Q002619,train
Q002620,val
Q002621,train
Q002622,train
Q002623,train
Q002624,train
Q002625,test
Q002626,train
Q002627,val
Q002628,train
Q002629,train
Q002630,train
Q002631,train
Q002632,train
Q002633,train
Q002634,train
Q002635,val
Q002636,train
Q002637,val
Q002638,test
Q002639,train
Q002640,train
Q002641,val
Q002642,train
Q002643,train
Q002644,train
Q002645,train
Q002646,train
Q002647,val
Q002648,test
Q002649,val
Q002650,train
Q002651,train
Q002652,train
Q002653,train
Q002654,train
Q002655,train
Q002656,train
Q002657,val
Q002658,train
Q002659,train
Q002660,train
Q002661,train
Q002662,val
Q002663,val
Q002664,val
Q002665,train
Q002666,val
Q002667,train
Q002668,val
Q002669,train
Q002670,train
Q002671,train
Q002672,train
Q002673,train
Q002674,train
Q002675,train
Q002676,train
Q002677,val
Q002678,train
Q002679,train
Q002680,train
Q002681,train
Q002682,train
Q002683,train
Q002684,train
Q002685,train
Q002686,train
Q002687,val
Q002688,train
Q002689,train
Q002690,train
Q002691,train
Q002692,test
Q002693,train
Q002694,val
Q002695,val
Q002696,train
Q002697,train
Q002698,val
Q002699,train
Q002700,train
Q002701,train
Q002702,train
Q002703,train
Q002704,train
Q002705,train
Q002706,train
Q002707,train
Q002708,train
Q002709,test
Q002710,train
Q002711,train
Q002712,train
Q002713,train
Q002714,test
Q002715,val
Q002716,train
Q002717,train
Q002718,train
Q002719,train
Q002720,train
Q002721,val
Q002722,val
Q002723,val
Q002724,train
Q002725,train
Q002726,train
Q002727,train
Q002728,train
Q002729,train
Q002730,train
Q002731,test
Q002732,train
Q002733,train
Q002734,train
Q002735,train
Q002736,train
Q002737,train
Q002738,train
Q002739,train
Q002740,val
Q002741,train
Q002742,val
Q002743,train
Q002744,train
Q002745,test
Q002746,train
Q002747,train
Q002748,train
Q002749,train
Q002750,test
Q002751,train
Q002752,train
Q002753,train
Q002754,test
Q002755,train
Q002756,val
Q002757,test
Q002758,train
Q002759,train
Q002760,train
Q002761,test
Q002762,val
Q002763,val
Q002764,train
Q002765,train
Q002766,train
Q002767,train
Q002768,train
Q002769,val
Q002770,train
Q002771,train
Q002772,train
Q002773,train
Q002774,train
Q002775,train
Q002776,val
Q002777,train
Q002778,train
Q002779,train
Q002780,train
Q002781,train
Q002782,train
Q002783,train
Q002784,train
Q002785,train
Q002786,val
Q002787,train
Q002788,train
Q002789,train
Q002790,train
Q002791,train
Q002792,train
Q002793,test
Q002794,train
Q002795,train
Q002796,train
Q002797,train
Q002798,train
Q002799,train
Q002800,train
Q002801,test
Q002802,train
Q002803,val
Q002804,test
Q002805,test
Q002806,train
Q002807,train
Q002808,train
Q002809,train
Q002810,train
Q002811,test
Q002812,test
Q002813,val
Q002814,train
Q002815,train
Q002816,train
Q002817,train
Q002818,train
Q002819,train
Q002820,train
Q002821,train
Q002822,train
Q002823,train
Q002824,train
Q002825,test
Q002826,train
Q002827,train
Q002828,train
Q002829,train
Q002830,train
Q002831,train
Q002832,val
Q002833,train
Q002834,train
Q002835,train
Q002836,train
Q002837,test
Q002838,train
Q002839,train
Q002840,train
Q002841,train
Q002842,train
Q002843,train
Q002844,train
Q002845,train
Q002846,train
Q002847,train
Q002848,train
Q002849,train
Q002850,train
Q002851,train
Q002852,train
Q002853,train
Q002854,train
Q002855,train
Q002856,train
Q002857,train
Q002858,val
Q002859,val
Q002860,train
Q002861,train
Q002862,train
Q002863,train
Q002864,train
Q002865,train
Q002866,train
Q002867,val
Q002868,test
Q002869,val
Q002870,train
Q002871,train
Q002872,train
Q002873,train
Q002874,train
Q002875,val
Q002876,test
Q002877,train
Q002878,train
Q002879,test
Q002880,test
Q002881,val
Q002882,test
Q002883,train
Q002884,train
Q002885,train
Q002886,train
Q002887,test
Q002888,val
Q002889,train
Q002890,train
Q002891,train
Q002892,train
Q002893,train
Q002894,val
Q002895,train
Q002896,train
Q002897,test
Q002898,train
Q002899,train
Q002900,train
Q002901,val
Q002902,train
Q002903,train
Q002904,train
Q002905,test
Q002906,train
Q002907,train
Q002908,train
Q002909,train
Q002910,train
Q002911,train
Q002912,train
Q002913,train
Q002914,train
Q002915,train
Q002916,train
Q002917,test
Q002918,train
Q002919,val
Q002920,train
Q002921,train
Q002922,train
Q002923,train
Q002924,val
Q002925,train
Q002926,train
Q002927,train
Q002928,train
Q002929,val
Q002930,train
Q002931,val
Q002932,train
Q002933,train
Q002934,train
Q002935,train
Q002936,train
Q002937,train
Q002938,train
Q002939,test
Q002940,train
Q002941,train
Q002942,train
Q002943,test
Q002944,train
Q002945,train
Q002946,train
Q002947,train
Q002948,test
Q002949,train
Q002950,train
Q002951,train
Q002952,val
Q002953,train
Q002954,train
Q002955,val
Q002956,train
Q002957,train
Q002958,train
Q002959,train
Q002960,train
Q002961,train
Q002962,train
Q002963,test
Q002964,train
Q002965,train
Q002966,train
Q002967,train
Q002968,train
Q002969,train
Q002970,train
Q002971,train
Q002972,train
Q002973,val
Q002974,train
Q002975,test
Q002976,train
Q002977,train
Q002978,val
Q002979,train
Q002980,train
Q002981,train
Q002982,val
Q002983,test
Q002984,val
Q002985,train
Q002986,train
Q002987,train
Q002988,train
Q002989,train
Q002990,val
Q002991,train
Q002992,train
Q002993,val
Q002994,test
Q002995,val
Q002996,val
Q002997,train
Q002998,train
Q002999,train
Q003000,train
Q003001,val
Q003002,test
Q003003,train
Q003004,train
Q003005,test
Q003006,train
Q003007,val
Q003008,train
Q003009,train
Q003010,train
Q003011,train
Q003012,train
Q003013,train
Q003014,val
Q003015,train
Q003016,train
Q003017,train
Q003018,train
Q003019,train
Q003020,train
Q003021,train
Q003022,train
Q003023,train
Q003024,train
Q003025,train
Q003026,train
Q003027,test
Q003028,train
Q003029,val
Q003030,train
Q003031,train
Q003032,train
Q003033,train
Q003034,train
Q003035,train
Q003036,train
Q003037,train
Q003038,train
Q003039,train
Q003040,train
Q003041,test
Q003042,train
Q003043,train
Q003044,train
Q003045,train
Q003046,train
Q003047,train
Q003048,val
Q003049,test
Q003050,train
Q003051,train
Q003052,val
Q003053,train
Q003054,train
Q003055,train
Q003056,train
Q003057,train
Q003058,val
Q003059,train
Q003060,val
Q003061,train
Q003062,train
Q003063,train
Q003064,val
Q003065,train
Q003066,val
Q003067,train
Q003068,train
Q003069,train
Q003070,train
Q003071,train
Q003072,val
Q003073,train
Q003074,train
Q003075,train
Q003076,train
Q003077,train
Q003078,train
Q003079,train
Q003080,train
Q003081,train
Q003082,train
Q003083,test
Q003084,train
Q003085,train
Q003086,val
Q003087,train
Q003088,train
Q003089,train
Q003090,train
Q003091,train
Q003092,test
Q003093,train
Q003094,train
Q003095,train
Q003096,val
Q003097,train
Q003098,train
Q003099,train
Q003100,train
Q003101,train
Q003102,train
Q003103,train
Q003104,train
Q003105,val
Q003106,val
Q003107,train
Q003108,train
Q003109,train
Q003110,test
Q003111,train
Q003112,train
Q003113,train
Q003114,train
Q003115,train
Q003116,val
Q003117,train
Q003118,test
Q003119,train
Q003120,train
Q003121,train
Q003122,train
Q003123,train
Q003124,train
Q003125,train
Q003126,val
Q003127,train
Q003128,train
Q003129,train
Q003130,train
Q003131,train
Q003132,test
Q003133,train
Q003134,train
Q003135,train
Q003136,train
Q003137,train
Q003138,train
Q003139,train
Q003140,train
Q003141,train
Q003142,train
Q003143,train
Q003144,train
Q003145,train
Q003146,train
Q003147,train
Q003148,test
Q003149,train
Q003150,train
Q003151,train
Q003152,train
Q003153,train
Q003154,train
Q003155,train
Q003156,train
Q003157,train
Q003158,train
Q003159,train
Q003160,train
Q003161,train
Q003162,train
Q003163,train
Q003164,train
Q003165,train
Q003166,val
Q003167,train
Q003168,train
Q003169,test
Q003170,train
Q003171,train
Q003172,test
Q003173,train
Q003174,train
Q003175,train
Q003176,train
Q003177,train
Q003178,train
Q003179,train
Q003180,test
Q003181,train
Q003182,train
Q003183,train
Q003184,train
Q003185,train
Q003186,val
Q003187,train
Q003188,train
Q003189,train
Q003190,train
Q003191,train
Q003192,train
Q003193,train
Q003194,train
Q003195,test
Q003196,test
Q003197,train
Q003198,train
Q003199,train
Q003200,train
Q003201,val
Q003202,train
Q003203,train
Q003204,train
Q003205,val
Q003206,train
Q003207,test
Q003208,train
Q003209,train
Q003210,train
Q003211,train
Q003212,train
Q003213,train
Q003214,train
Q003215,train
Q003216,train
Q003217,train
Q003218,train
Q003219,train
Q003220,train
Q003221,train
Q003222,train
Q003223,train
Q003224,train
Q003225,train
Q003226,train
Q003227,train
Q003228,val
Q003229,train
Q003230,train
Q003231,train
Q003232,train
Q003233,val
Q003234,train
Q003235,train
Q003236,train
Q003237,train
Q003238,train
Q003239,train
Q003240,val
Q003241,train
Q003242,test
Q003243,test
Q003244,train
Q003245,train
Q003246,train
Q003247,val
Q003248,train
Q003249,train
Q003250,train
Q003251,train
Q003252,train
Q003253,train
Q003254,train
Q003255,train
Q003256,train
Q003257,train
Q003258,train
Q003259,test
Q003260,train
Q003261,train
Q003262,train
Q003263,train
Q003264,train
Q003265,train
Q003266,train
Q003267,train
Q003268,train
Q003269,train
Q003270,train
Q003271,train
Q003272,val
Q003273,val
Q003274,train
Q003275,train
Q003276,val
Q003277,train
Q003278,train
Q003279,train
Q003280,train
Q003281,train
Q003282,train
Q003283,train
Q003284,test
Q003285,test
Q003286,train
Q003287,train
Q003288,train
Q003289,train
Q003290,train
Q003291,train
Q003292,train
Q003293,train
Q003294,train
Q003295,train
Q003296,train
Q003297,train
Q003298,val
Q003299,train
Q003300,train
Q003301,train
Q003302,train
Q003303,train
Q003304,train
Q003305,train
Q003306,train
Q003307,train
Q003308,test
Q003309,train
Q003310,val
Q003311,train
Q003312,train
Q003313,val
Q003314,train
Q003315,train
Q003316,test
Q003317,val
Q003318,train
Q003319,train
Q003320,train
Q003321,val
Q003322,train
Q003323,train
Q003324,train
Q003325,train
Q003326,train
Q003327,val
Q003328,val
Q003329,train
Q003330,train
Q003331,val
Q003332,val
Q003333,train
Q003334,train
Q003335,train
Q003336,train
Q003337,train
Q003338,train
Q003339,test
Q003340,train
Q003341,train
Q003342,train
Q003343,test
Q003344,train
Q003345,test
Q003346,train
Q003347,train
Q003348,train
Q003349,train
Q003350,train
Q003351,train
Q003352,train
Q003353,train
Q003354,train
Q003355,train
Q003356,train
Q003357,train
Q003358,train
Q003359,train
Q003360,train
Q003361,train
Q003362,train
Q003363,train
Q003364,train
Q003365,train
Q003366,train
Q003367,train
Q003368,train
Q003369,train
Q003370,train
Q003371,val
Q003372,train
Q003373,train
Q003374,train
Q003375,train
Q003376,val
Q003377,train
Q003378,train
Q003379,train
Q003380,train
Q003381,train
Q003382,train
Q003383,train
Q003384,train
Q003385,train
Q003386,val
Q003387,train
Q003388,train
Q003389,test
Q003390,train
Q003391,val
Q003392,train
Q003393,train
Q003394,val
Q003395,train
Q003396,val
Q003397,train
Q003398,train
Q003399,train
Q003400,train
Q003401,train
Q003402,train
Q003403,train
Q003404,train
Q003405,train
Q003406,train
Q003407,train
Q003408,test
Q003409,train
Q003410,train
Q003411,train
Q003412,train
Q003413,train
Q003414,train
Q003415,train
Q003416,train
Q003417,train
Q003418,train
Q003419,train
Q003420,train
Q003421,train
Q003422,train
Q003423,train
Q003424,train
Q003425,train
Q003426,train
Q003427,train
Q003428,train
Q003429,train
Q003430,train
Q003431,train
Q003432,train
Q003433,train
Q003434,val
Q003435,train
Q003436,train
Q003437,train
Q003438,train
Q003439,train
Q003440,test
Q003441,train
Q003442,train
Q003443,test
Q003444,train
Q003445,val
Q003446,train
Q003447,val
Q003448,test
Q003449,train
Q003450,train
Q003451,train
Q003452,train
Q003453,train
Q003454,train
Q003455,test
Q003456,train
Q003457,train
Q003458,train
Q003459,train
Q003460,train
Q003461,test
Q003462,train
Q003463,train
Q003464,train
Q003465,train
Q003466,train
Q003467,val
Q003468,train
Q003469,test
Q003470,test
Q003471,train
Q003472,train
Q003473,train
Q003474,train
Q003475,train
Q003476,train
Q003477,train
Q003478,train
Q003479,train
Q003480,train
Q003481,train
Q003482,val
Q003483,test
Q003484,train
Q003485,train
Q003486,train
Q003487,train
Q003488,train
Q003489,train
Q003490,test
Q003491,train
Q003492,train
Q003493,train
Q003494,test
Q003495,train
Q003496,train
Q003497,train
Q003498,test
Q003499,train
Q003500,val
Q003501,train
Q003502,train
Q003503,train
Q003504,val
Q003505,train
Q003506,train
Q003507,train
Q003508,train
Q003509,val
Q003510,train
Q003511,train
Q003512,train
Q003513,test
Q003514,train
Q003515,train
Q003516,train
Q003517,train
Q003518,train
Q003519,train
Q003520,test
Q003521,train
Q003522,train
Q003523,train
Q003524,train
Q003525,val
Q003526,train
Q003527,train
Q003528,train
Q003529,train
Q003530,train
Q003531,train
Q003532,train
Q003533,train
Q003534,train
Q003535,train
Q003536,train
Q003537,train
Q003538,train
Q003539,train
Q003540,train
Q003541,train
Q003542,train
Q003543,train
Q003544,test
Q003545,train
Q003546,train
Q003547,train
Q003548,train
Q003549,train
Q003550,train
Q003551,val
Q003552,test
Q003553,val
Q003554,test
Q003555,train
Q003556,train
Q003557,train
Q003558,train
Q003559,train
Q003560,val
Q003561,test
Q003562,test
Q003563,train
Q003564,train
Q003565,val
Q003566,train
Q003567,train
Q003568,val
Q003569,train
Q003570,train
Q003571,train
Q003572,train
Q003573,train
Q003574,test
Q003575,train
Q003576,val
Q003577,val
Q003578,test
Q003579,train
Q003580,train
Q003581,train
Q003582,train
Q003583,train
Q003584,test
Q003585,train
Q003586,train
Q003587,train
Q003588,train
Q003589,val
Q003590,test
Q003591,train
Q003592,train
Q003593,train
Q003594,train
Q003595,train
Q003596,train
Q003597,test
Q003598,train
Q003599,train
Q003600,train
Q003601,train
Q003602,val
Q003603,train
Q003604,train
Q003605,train
Q003606,train
Q003607,train
Q003608,train
Q003609,val
Q003610,val
Q003611,test
Q003612,val
Q003613,train
Q003614,train
Q003615,train
Q003616,train
Q003617,train
Q003618,train
Q003619,test
Q003620,test
Q003621,train
Q003622,val
Q003623,train
Q003624,train
Q003625,train
Q003626,train
Q003627,train
Q003628,train
Q003629,train
Q003630,train
Q003631,train
Q003632,test
Q003633,train
Q003634,train
Q003635,train
Q003636,train
Q003637,train
Q003638,test
Q003639,train
Q003640,train
Q003641,train
Q003642,train
Q003643,train
Q003644,train
Q003645,test
Q003646,train
Q003647,train
Q003648,train
Q003649,train
Q003650,val
Q003651,train
Q003652,train
Q003653,train
Q003654,train
Q003655,train
Q003656,train
Q003657,train
Q003658,train
Q003659,train
Q003660,train
Q003661,train
Q003662,train
Q003663,train
Q003664,train
Q003665,train
Q003666,train
Q003667,train
Q003668,train
Q003669,val
Q003670,train
Q003671,test
Q003672,train
Q003673,val
Q003674,train
Q003675,train
Q003676,val
Q003677,train
Q003678,train
Q003679,train
Q003680,train
Q003681,train
Q003682,train
Q003683,val
Q003684,train
Q003685,train
Q003686,train
Q003687,train
Q003688,val
Q003689,train
Q003690,test
Q003691,train
Q003692,train
Q003693,train
Q003694,train
Q003695,train
Q003696,train
Q003697,train
Q003698,train
Q003699,train
Q003700,val
Q003701,train
Q003702,train
Q003703,train
Q003704,val
Q003705,train
Q003706,train
